"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","series"
"177","sonic riders: zero gravity","Wii","2008","Racing","Sega",0.48,0.32,0.02,0.09,0.91,56,26,"8.1",57,"Sonic Team","E","sonic"
"178","sonic mega collection plus","Xbox","2004","Misc","Sega",0.61,0.26,0,0.04,0.91,75,20,"7.9",12,"Sonic Team","E","sonic"
"179","sonic heroes","Xbox","2003","Platform","Sega",0.41,0.43,0.01,0.05,0.9,73,28,"7.6",34,"Sonic Team","E","sonic"
"180","sonic chronicles: the dark brotherhood","Nintendo DS","2008","Role-Playing","Sega",0.5,0.29,0.01,0.08,0.88,74,55,"7.3",81,"BioWare","E","sonic"
"181","mario & sonic at the sochi 2014 olympic winter games","Wii U","2013","Sports","Nintendo",0.37,0.22,0.13,0.06,0.78,NA,NA,"",NA,"","","sonic"
"182","sonic unleashed","PlayStation 2","2008","Platform","Sega",0.37,0.04,0,0.36,0.76,66,5,"6.7",49,"Sonic Team","E10+","sonic"
"183","sonic & sega all-stars racing with banjo-kazooie","Xbox One","2010","Racing","Sega",0.37,0.32,0,0.07,0.76,NA,NA,"",NA,"","","sonic"
"184","2 games in 1: sonic battle & chuchu rocket!","Game BoyA","2005","Misc","THQ",0.44,0.16,0,0.01,0.61,NA,NA,"",NA,"","","sonic"
"185","sonic & all-stars racing transformed","Xbox One","2012","Racing","Sega",0.2,0.33,0,0.05,0.58,NA,NA,"",NA,"","","sonic"
"186","2 in 1 combo pack: sonic heroes / super monkey ball deluxe","Xbox","2004","Misc","Sega",0.4,0.11,0,0.02,0.53,NA,NA,"",NA,"","","sonic"
"187","mario & sonic at the rio 2016 olympic games","3Nintendo DS","2016","Action","Nintendo",0.05,0.21,0.25,0.02,0.53,NA,NA,"",NA,"","","sonic"
"188","sonic & all-stars racing transformed","Wii U","2012","Racing","Sega",0.19,0.26,0.02,0.04,0.51,NA,NA,"",NA,"","","sonic"
"189","hsx hypersonic.xtreme","PlayStation 2","2002","Racing","Midas Interactive Entertainment",0.25,0.2,0,0.07,0.51,53,17,"8.4",8,"Blade Interactive","E","sonic"
"190","dragon ball z: supersonic warriors","Game BoyA","2004","Fighting","Atari",0.36,0.13,0,0.01,0.51,73,26,"7",21,"Arc System Works","T","sonic"
"191","sonic riders","PlayStation 2","2006","Racing","Sega",0.42,0.02,0,0.07,0.5,55,41,"7.2",25,"Sonic Team","E","sonic"
"192","dragon ball z: supersonic warriors 2","Nintendo DS","2005","Fighting","Atari",0.13,0.02,0.32,0.02,0.49,66,13,"7.6",28,"Arc System Works","E10+","sonic"
"193","sonic lost world","3Nintendo DS","2013","Platform","Sega",0.24,0.14,0.07,0.03,0.49,59,34,"6.5",144,"Dimps Corporation","E10+","sonic"
"194","sonic & all-stars racing transformed","PlayStation 3","2012","Racing","Sega",0.08,0.3,0.01,0.09,0.49,NA,NA,"",NA,"","","sonic"
"195","sonic the hedgehog","PlayStation 3","N/A","Platform","N/A",0,0.48,0,0,0.48,43,17,"4.1",176,"Sonic Team","E10+","sonic"
"196","sonic lost world","Wii U","2013","Platform","Sega",0.23,0.12,0.01,0.03,0.39,63,64,"7.3",461,"Sonic Team","E10+","sonic"
"197","sonic & all-stars racing transformed","PlayStationV","2012","Racing","Sega",0.09,0.2,0,0.09,0.38,NA,NA,"",NA,"","","sonic"
"198","mario & sonic at the rio 2016 olympic games","Wii U","2016","Action","Nintendo",0.07,0.14,0.11,0.02,0.34,NA,NA,"",NA,"","","sonic"
"199","sonic boom: rise of lyric","Wii U","2014","Action","Sega",0.19,0.09,0,0.03,0.31,32,28,"3.6",587,"Big Red Button Entertainment","E10+","sonic"
"200","sonic boom: shattered crystal","3Nintendo DS","2014","Action","Sega",0.17,0.09,0,0.03,0.29,47,21,"6.3",160,"Sanzaru Games","E","sonic"
"201","sonic & all-stars racing transformed","3Nintendo DS","2012","Racing","Sega",0.12,0.14,0,0.02,0.29,NA,NA,"",NA,"","","sonic"
"202","sonic x: game boy advance video volume 1","Game BoyA","2004","Misc","N/A",0.19,0.07,0,0,0.27,NA,NA,"",NA,"","","sonic"
"203","sonic riders: zero gravity","PlayStation 2","2008","Racing","Sega",0.09,0.07,0,0.02,0.18,56,16,"8.3",27,"Sonic Team","E","sonic"
"204","sonic advance & sonic pinball party combo pack","Game BoyA","2005","Misc","Sega",0.1,0.04,0,0,0.15,NA,NA,"",NA,"","","sonic"
"205","sonic riders","Xbox","2006","Racing","Sega",0.1,0.03,0,0,0.13,56,33,"8.1",7,"Sonic Team","E","sonic"
"206","sonic jam","SAT","1997","Platform","Sega",0,0,0.12,0,0.12,NA,NA,"",NA,"","","sonic"
"207","sonic adventure 2","Dreamcast","2001","Platform","Sega",0,0,0.12,0,0.12,89,18,"8.6",236,"Sonic Team","E","sonic"
"208","2 in 1 combo pack: sonic heroes / super monkey ball deluxe","Xbox One","2013","Misc","Ubisoft",0.09,0.01,0,0.01,0.12,NA,NA,"",NA,"","","sonic"
"209","sonic generations","PC","2011","Platform","Sega",0.02,0.07,0,0.02,0.11,77,11,"8.3",337,"Sega","E","sonic"
"210","sonic boom: fire & ice","3Nintendo DS","2016","Platform","Sega",0.05,0.03,0,0.01,0.09,NA,NA,"",NA,"","","sonic"
"211","2 games in 1: sonic pinball party & columns crown","Game BoyA","2005","Misc","Sega",0.04,0.02,0,0,0.06,NA,NA,"",NA,"","","sonic"
"212","sonic the hedgehog 2 (8-bit)","GG","1992","Platform","Sega",0,0,0.04,0,0.04,NA,NA,"",NA,"","","sonic"
"213","sonic pc collection","PC","2009","Misc","Sega",0,0.04,0,0,0.04,NA,NA,"",NA,"","","sonic"
"214","motto! sonicomi","PlayStation 3","2014","Simulation","Kadokawa Games",0,0,0.02,0,0.02,NA,NA,"",NA,"","","sonic"
"215","sonic & all-stars racing transformed","PC","2013","Racing","Sega",0,0.01,0,0,0.01,NA,NA,"",NA,"","","sonic"
"216","mortal kombat","PlayStation 3","2011","Fighting","Warner Bros. Interactive Entertainment",1.98,0.53,0,0.34,2.84,84,60,"8.4",494,"NetherRealm Studios","M","mortal kombat"
"217","mortal kombat trilogy","PlayStation","1996","Fighting","GT Interactive",1.98,0.7,0,0.11,2.79,NA,NA,"",NA,"","","mortal kombat"
"218","mortal kombat x","PlayStation 4","2015","Fighting","Warner Bros. Interactive Entertainment",1.5,0.8,0,0.48,2.78,83,81,"7.7",836,"Warner Bros. Interactive Entertainment, NetherRealm Studios","M","mortal kombat"
"219","mortal kombat","Genesis","1992","Fighting","Arena Entertainment",1.95,0.63,0,0.09,2.67,NA,NA,"",NA,"","","mortal kombat"
"220","mortal kombat: deadly alliance","PlayStation 2","2002","Fighting","Midway Games",1.81,0.52,0,0.15,2.49,79,31,"8.8",96,"Midway","M","mortal kombat"
"221","mortal kombat","Xbox One","2011","Fighting","Warner Bros. Interactive Entertainment",1.63,0.31,0,0.16,2.1,86,66,"8.3",382,"NetherRealm Studios","M","mortal kombat"
"222","mortal kombat vs. dc universe","PlayStation 3","2008","Fighting","Midway Games",1.48,0.28,0,0.23,2,76,44,"7.1",107,"Midway","T","mortal kombat"
"223","mortal kombat ii","Super NES","1993","Fighting","Acclaim Entertainment",1.48,0.39,0,0.06,1.93,NA,NA,"",NA,"","","mortal kombat"
"224","mortal kombat vs. dc universe","Xbox One","2008","Fighting","Midway Games",1.53,0.23,0,0.16,1.93,72,61,"7.5",87,"Midway","T","mortal kombat"
"225","mortal kombat: deception","PlayStation 2","2004","Fighting","Midway Games",0.92,0.72,0,0.24,1.88,81,43,"8.5",90,"Midway","M","mortal kombat"
"226","mortal kombat 3","Super NES","1994","Fighting","Acclaim Entertainment",1.19,0.29,0,0.05,1.53,NA,NA,"",NA,"","","mortal kombat"
"227","mortal kombat 4","PlayStation","1998","Fighting","GT Interactive",0.81,0.55,0,0.1,1.46,NA,NA,"",NA,"","","mortal kombat"
"228","mortal kombat x","Xbox One","2015","Fighting","Warner Bros. Interactive Entertainment",1.03,0.21,0,0.14,1.38,86,21,"7.3",279,"Warner Bros. Interactive Entertainment, NetherRealm Studios","M","mortal kombat"
"229","mortal kombat 3","Genesis","1994","Fighting","Acclaim Entertainment",1.03,0.27,0,0.04,1.34,NA,NA,"",NA,"","","mortal kombat"
"230","mortal kombat: armageddon","PlayStation 2","2006","Fighting","Midway Games",0.88,0.04,0,0.14,1.06,75,43,"8.5",84,"Midway","M","mortal kombat"
"231","mortal kombat trilogy","Nintendo 64","1996","Fighting","GT Interactive",0.72,0.22,0,0.02,0.96,NA,NA,"",NA,"","","mortal kombat"
"232","mortal kombat: deadly alliance","Xbox","2002","Fighting","Midway Games",0.77,0.15,0,0.04,0.96,81,27,"8.4",24,"Midway","M","mortal kombat"
"233","mortal kombat: deception","Xbox","2004","Fighting","Midway Games",0.61,0.12,0,0.03,0.76,81,53,"8.8",24,"Midway","M","mortal kombat"
"234","mortal kombat: unchained","PlayStation Portable","2006","Fighting","Midway Games",0.67,0.01,0,0.06,0.74,70,19,"8.8",31,"JGI Entertainment","M","mortal kombat"
"235","mortal kombat 4","Nintendo 64","1998","Fighting","GT Interactive",0.55,0.17,0,0.01,0.73,NA,NA,"",NA,"","","mortal kombat"
"236","mortal kombat: shaolin monks","PlayStation 2","2005","Action","Midway Games",0.58,0.02,0,0.09,0.69,77,41,"8.6",74,"Midway Studios - Los Angeles","M","mortal kombat"
"237","mortal kombat mythologies: sub-zero","PlayStation","1997","Fighting","GT Interactive",0.38,0.26,0,0.04,0.68,NA,NA,"",NA,"","","mortal kombat"
"238","mortal kombat","PlayStationV","2012","Fighting","Warner Bros. Interactive Entertainment",0.42,0.13,0,0.1,0.65,85,51,"7.8",192,"NetherRealm Studios","M","mortal kombat"
"239","mortal kombat 3","PlayStation","1995","Fighting","Sony Computer Entertainment",0.29,0.2,0.02,0.04,0.55,NA,NA,"",NA,"","","mortal kombat"
"240","mortal kombat: deadly alliance","GameCube","2002","Fighting","Midway Games",0.31,0.08,0,0.01,0.41,81,20,"8.7",43,"Midway","M","mortal kombat"
"241","mortal kombat mythologies: sub-zero","Nintendo 64","1997","Fighting","Midway Games",0.32,0.07,0,0,0.4,NA,NA,"",NA,"","","mortal kombat"
"242","mortal kombat: shaolin monks","Xbox","2005","Action","Midway Games",0.23,0.07,0,0.01,0.31,78,37,"6.6",19,"Midway Studios - Los Angeles","M","mortal kombat"
"243","mortal kombat: armageddon","Wii","2007","Fighting","Midway Games",0.19,0.02,0,0.02,0.23,71,29,"8.4",33,"JGI Entertainment","M","mortal kombat"
"244","mortal kombat: special forces","PlayStation","2000","Fighting","Midway Games",0.12,0.08,0,0.01,0.21,28,7,"2.4",17,"Midway","M","mortal kombat"
"245","mortal kombat: deception","GameCube","2005","Fighting","Midway Games",0.09,0.02,0,0,0.11,77,14,"8.9",15,"Midway","M","mortal kombat"
"246","ultimate mortal kombat","Nintendo DS","2007","Fighting","Midway Games",0.07,0.01,0,0.01,0.09,73,26,"8.6",22,"Other Ocean Interactive","M","mortal kombat"
"247","mortal kombat kollection","PlayStation 2","2008","Fighting","Midway Games",0.04,0.03,0,0.01,0.08,NA,NA,"tbd",NA,"Midway","M","mortal kombat"
"248","mortal kombat x","PC","2015","Fighting","Warner Bros. Interactive Entertainment",0.01,0.04,0,0,0.05,76,10,"5.1",475,"High Voltage Software","M","mortal kombat"
"249","mortal kombat","PC","1994","Fighting","Acclaim Entertainment",0.02,0,0,0,0.02,NA,NA,"",NA,"","","mortal kombat"
"250","mortal kombat: tournament edition","Game BoyA","2003","Fighting","Midway Games",0.01,0,0,0,0.01,75,14,"8.1",8,"Criterion Games","M","mortal kombat"
"251","mortal kombat: deadly alliance","Game BoyA","2002","Fighting","Midway Games",0.01,0,0,0,0.01,81,12,"8.8",9,"Criterion Games","M","mortal kombat"
"252","halo 3","Xbox One","2007","Shooter","Microsoft Game Studios",7.97,2.81,0.13,1.21,12.12,94,86,"7.8",4100,"Bungie Software, Bungie","M","halo"
"253","halo: reach","Xbox One","2010","Shooter","Microsoft Game Studios",7.04,1.95,0.08,0.79,9.86,91,99,"7.9",2045,"Bungie","M","halo"
"254","halo 4","Xbox One","2012","Shooter","Microsoft Game Studios",6.65,2.28,0.04,0.74,9.71,87,87,"7",3260,"343 Industries","M","halo"
"255","halo 2","Xbox","2004","Shooter","Microsoft Game Studios",6.82,1.53,0.05,0.08,8.49,95,91,"8.2",1218,"Bungie Software","M","halo"
"256","halo: combat evolved","Xbox","2001","Shooter","Microsoft Game Studios",4.98,1.3,0.08,0.07,6.43,97,68,"8.6",1283,"Bungie Software","M","halo"
"257","halo 3: odst","Xbox One","2009","Shooter","Microsoft Game Studios",4.34,1.34,0.06,0.61,6.34,83,94,"7.1",1163,"Bungie Software, Bungie","M","halo"
"258","halo 5: guardians","Xbox One","2015","Shooter","Microsoft Game Studios",2.78,1.27,0.03,0.41,4.48,84,101,"6.4",2438,"343 Industries","T","halo"
"259","halo: the master chief collection","Xbox One","2014","Shooter","Microsoft Game Studios",1.91,1,0.03,0.29,3.23,85,69,"7.2",1267,"343 Industries","M","halo"
"260","halo wars","Xbox One","2009","Strategy","Microsoft Game Studios",1.54,0.8,0.04,0.24,2.62,82,92,"7.2",454,"Ensemble Studios","T","halo"
"261","halo: combat evolved anniversary","Xbox One","2011","Shooter","Microsoft Game Studios",1.44,0.7,0.04,0.22,2.4,82,73,"8.1",487,"343 Industries","M","halo"
"262","halo 2 multiplayer map pack","Xbox","2005","Shooter","Microsoft Game Studios",0.54,0.13,0,0.02,0.69,89,37,"7.4",34,"Bungie Software","M","halo"
"263","halo triple pack","Xbox","2005","Shooter","Microsoft Game Studios",0.12,0.03,0,0.01,0.16,NA,NA,"",NA,"","","halo"
"264","halo 2","PC","2007","Shooter","Microsoft Game Studios",0.01,0.06,0,0.02,0.09,72,32,"5.6",216,"Microsoft Game Studios","M","halo"
"265","halo: combat evolved","PC","2003","Shooter","Microsoft Game Studios",0.02,0.02,0,0,0.04,83,40,"7.4",396,"Gearbox Software","M","halo"
"266","metal gear solid 2: sons of liberty","PlayStation 2","2001","Action","Konami Digital Entertainment",2.45,2.01,0.87,0.72,6.05,96,42,"8.7",1026,"KCEJ","M","metal gear"
"267","metal gear solid","PlayStation","1998","Action","Konami Digital Entertainment",3.18,1.83,0.78,0.24,6.03,94,20,"9.4",918,"KCEJ","M","metal gear"
"268","metal gear solid 4: guns of the patriots","PlayStation 3","2008","Action","Konami Digital Entertainment",2.63,1.71,0.83,0.82,5.99,94,82,"8.7",3558,"Kojima Productions","M","metal gear"
"269","metal gear solid 3: snake eater","PlayStation 2","2004","Action","Konami Digital Entertainment",1.46,0,0.83,1.93,4.23,91,68,"9.3",955,"KCEJ","M","metal gear"
"270","metal gear solid v: the phantom pain","PlayStation 4","2015","Action","Konami Digital Entertainment",1.09,1.36,0.49,0.48,3.41,93,86,"8.2",3943,"Kojima Productions, Moby Dick Studio","M","metal gear"
"271","metal gear solid: peace walker","PlayStation Portable","2010","Action","Konami Digital Entertainment",0.46,0.41,0.96,0.24,2.06,89,66,"8.9",443,"Kojima Productions","T","metal gear"
"272","metal gear rising: revengeance","PlayStation 3","2013","Action","Konami Digital Entertainment",0.45,0.37,0.44,0.16,1.42,80,61,"7.9",746,"PlatinumGames","M","metal gear"
"273","metal gear solid v: ground zeroes","PlayStation 4","2014","Action","Konami Digital Entertainment",0.45,0.47,0.17,0.18,1.27,75,70,"6.2",1311,"Kojima Productions","M","metal gear"
"274","metal gear solid: portable ops","PlayStation Portable","2006","Action","Konami Digital Entertainment",0.38,0.35,0.38,0.08,1.18,87,54,"8.2",147,"Kojima Productions","M","metal gear"
"275","metal gear solid vr missions","PlayStation","1999","Adventure","Konami Digital Entertainment",0.66,0.45,0,0.08,1.18,NA,NA,"",NA,"","","metal gear"
"276","metal gear ac!d","PlayStation Portable","2004","Strategy","Konami Digital Entertainment",0.32,0.26,0.12,0.17,0.87,NA,NA,"",NA,"","","metal gear"
"277","metal gear solid v: the phantom pain","Xbox One","2015","Action","Konami Digital Entertainment",0.41,0.26,0.01,0.07,0.75,95,10,"7.3",900,"Kojima Productions, Moby Dick Studio","M","metal gear"
"278","metal gear solid: portable ops plus","PlayStation Portable","2007","Action","Konami Digital Entertainment",0.26,0,0.26,0.17,0.69,65,19,"7.5",27,"Kojima Productions","T","metal gear"
"279","metal gear solid v: the phantom pain","PlayStation 3","2015","Action","Konami Digital Entertainment",0.22,0.13,0.22,0.07,0.64,NA,NA,"7.2",168,"Kojima Productions, Moby Dick Studio","M","metal gear"
"280","metal gear solid 2: substance","Xbox","N/A","Action","Konami Digital Entertainment",0.38,0.22,0,0.03,0.62,87,28,"8.5",39,"KCEJ","M","metal gear"
"281","metal gear solid v: ground zeroes","PlayStation 3","2014","Action","Konami Digital Entertainment",0.14,0.12,0.27,0.05,0.59,66,5,"5.9",242,"Kojima Productions","M","metal gear"
"282","metal gear solid 3: subsistence","PlayStation 2","2005","Action","Konami Digital Entertainment",0.34,0.01,0.15,0.06,0.55,94,53,"9.3",439,"Aspect","M","metal gear"
"283","metal gear solid 2: substance","PlayStation 2","2002","Action","Konami Digital Entertainment",0.18,0.14,0.16,0.05,0.52,87,17,"9",126,"KCEJ","M","metal gear"
"284","metal gear rising: revengeance","Xbox One","2013","Action","Konami Digital Entertainment",0.3,0.14,0,0.04,0.48,82,46,"7.8",358,"PlatinumGames","M","metal gear"
"285","metal gear solid: the twin snakes","GameCube","2004","Action","Konami Digital Entertainment",0.3,0.08,0.07,0.01,0.47,85,54,"9",142,"Silicon Knights","M","metal gear"
"286","metal gear solid: the essential collection","PlayStation 2","2007","Adventure","Konami Digital Entertainment",0.23,0.18,0,0.06,0.46,NA,NA,"8.9",9,"Konami","M","metal gear"
"287","metal gear solid: the legacy collection","PlayStation 3","2013","Adventure","Konami Digital Entertainment",0.31,0.01,0.03,0.06,0.4,93,4,"9",255,"Konami","M","metal gear"
"288","metal gear solid hd edition","PlayStationV","2012","Action","Konami Digital Entertainment",0.12,0.16,0.05,0.06,0.39,NA,NA,"",NA,"","","metal gear"
"289","metal gear solid: snake eater 3d","3Nintendo DS","2012","Action","Konami Digital Entertainment",0.15,0.11,0.1,0.02,0.38,78,46,"7.8",167,"Kojima Productions","M","metal gear"
"290","metal gear solid v: ground zeroes","Xbox One","2014","Action","Konami Digital Entertainment",0.15,0.11,0,0.02,0.29,76,13,"5.4",348,"Kojima Productions","M","metal gear"
"291","metal gear solid v: the phantom pain","Xbox One","2015","Action","Konami Digital Entertainment",0.12,0.04,0,0.02,0.18,NA,NA,"7.2",159,"Kojima Productions, Moby Dick Studio","M","metal gear"
"292","metal gear ac!d 2","PlayStation Portable","2005","Strategy","Konami Digital Entertainment",0.11,0,0.05,0.01,0.18,NA,NA,"",NA,"","","metal gear"
"293","metal gear solid: peace walker hd edition","PlayStation 3","2011","Action","Konami Digital Entertainment",0,0,0.15,0,0.15,NA,NA,"8",60,"Genki, Kojima Productions","T","metal gear"
"294","metal gear solid v: ground zeroes","Xbox One","2014","Action","Konami Digital Entertainment",0.07,0.05,0.01,0.01,0.14,NA,NA,"5.7",148,"Kojima Productions","M","metal gear"
"295","metal gear solid integral","PlayStation","1999","Adventure","Konami Digital Entertainment",0,0,0.1,0.01,0.11,NA,NA,"",NA,"","","metal gear"
"296","metal gear solid hd edition","PlayStation 3","2011","Action","Konami Digital Entertainment",0,0,0.1,0,0.1,NA,NA,"",NA,"","","metal gear"
"297","metal gear solid v: the phantom pain","PC","2015","Action","Konami Digital Entertainment",0,0.07,0,0,0.08,91,13,"7.7",1963,"Kojima Productions","M","metal gear"
"298","metal gear solid","Game Boy","2000","Action","Konami Digital Entertainment",0,0,0.07,0,0.07,NA,NA,"",NA,"","","metal gear"
"299","metal gear solid: social ops","PlayStation 2","2002","Action","Konami Digital Entertainment",0.03,0.02,0,0.01,0.06,NA,NA,"",NA,"","","metal gear"
"300","metal gear solid: digital graphic novel","PlayStation Portable","2006","Misc","Konami Digital Entertainment",0.02,0,0.02,0,0.04,78,22,"7.2",21,"Kojima Productions","M","metal gear"
"301","metal gear solid v: the definitive experience","PlayStation 4","2016","Action","Konami Digital Entertainment",0.01,0.02,0.01,0,0.04,NA,NA,"7.8",11,"Kojima Productions","M","metal gear"
"302","metal gear solid: the essential collection (jp sales)","PlayStation 2","2007","Adventure","Konami Digital Entertainment",0,0,0.03,0,0.03,NA,NA,"",NA,"","","metal gear"
"303","metal gear solid hd edition","Xbox One","2011","Action","Konami Digital Entertainment",0,0,0.01,0,0.01,NA,NA,"tbd",NA,"Konami","M","metal gear"
"304","metal gear solid v: the definitive experience","Xbox One","2016","Action","Konami Digital Entertainment",0.01,0,0,0,0.01,NA,NA,"tbd",NA,"Kojima Productions","M","metal gear"
"305","metal gear solid v: ground zeroes","PC","2014","Action","Konami Digital Entertainment",0,0.01,0,0,0.01,80,20,"7.6",412,"Kojima Productions","M","metal gear"
"306","metroid prime","GameCube","2002","Shooter","Nintendo",1.96,0.67,0.1,0.09,2.82,97,70,"9.3",747,"Retro Studios","T","metroid"
"307","metroid","NES","1986","Action","Nintendo",1.33,0.31,1.04,0.05,2.73,NA,NA,"",NA,"","","metroid"
"308","metroid prime 3: corruption","Wii","2007","Shooter","Nintendo",0.89,0.74,0.07,0.09,1.79,90,62,"8.9",491,"Retro Studios","T","metroid"
"309","metroid ii: return of samus","Game Boy","1991","Adventure","Nintendo",0.85,0.31,0.56,0.04,1.76,NA,NA,"",NA,"","","metroid"
"310","metroid fusion","Game BoyA","2002","Action","Nintendo",1.18,0.27,0.17,0.06,1.68,92,44,"9.1",200,"Nintendo","E","metroid"
"311","super metroid","Super NES","1994","Action","Nintendo",0.57,0.12,0.71,0.02,1.42,NA,NA,"",NA,"","","metroid"
"312","metroid: other m","Wii","2010","Action","Nintendo",0.85,0.27,0.13,0.1,1.34,79,71,"6.5",482,"Team Ninja","T","metroid"
"313","metroid prime 2: echoes","GameCube","2004","Shooter","Nintendo",0.87,0.35,0.07,0.04,1.33,92,60,"8.8",279,"Retro Studios","T","metroid"
"314","metroid: zero mission","Game BoyA","2004","Adventure","Nintendo",0.6,0.22,0,0.01,0.84,89,50,"9",132,"Nintendo","E","metroid"
"315","metroid prime hunters","Nintendo DS","2006","Shooter","Nintendo",0.57,0.04,0.11,0.06,0.76,85,54,"8",188,"Nintendo","T","metroid"
"316","metroid prime: trilogy","Wii","2009","Shooter","Nintendo",0.42,0.05,0,0.14,0.61,91,48,"9.3",316,"Retro Studios","T","metroid"
"317","classic nes series: metroid","Game BoyA","2004","Adventure","Nintendo",0.26,0.1,0.07,0.01,0.43,58,9,"8.6",18,"Nintendo","E","metroid"
"318","metroid prime pinball","Nintendo DS","2005","Misc","Nintendo",0.21,0,0.02,0.02,0.25,79,51,"7.9",32,"Fuse Games Limited","E","metroid"
"319","metroid prime: federation force","3Nintendo DS","2016","Action","Nintendo",0.02,0.01,0.01,0,0.05,64,56,"5.1",219,"Next Level Games, Nintendo","T","metroid"
"320","wii de asobu: metroid prime","Wii","N/A","Shooter","Nintendo",0,0,0.02,0,0.02,NA,NA,"",NA,"","","metroid"
"321","assassin's creed iii","PlayStation 3","2012","Action","Ubisoft",2.64,2.52,0.16,1.12,6.45,85,41,"6.9",1307,"Ubisoft","M","assassin's creed"
"322","assassin's creed ii","PlayStation 3","2009","Action","Ubisoft",2.54,1.93,0.21,0.86,5.55,91,70,"8.6",1202,"Ubisoft Montreal","M","assassin's creed"
"323","assassin's creed","Xbox One","2007","Adventure","Ubisoft",3.28,1.64,0.07,0.56,5.54,81,77,"7.7",1074,"Ubisoft Montreal","M","assassin's creed"
"324","assassin's creed iii","Xbox One","2012","Action","Ubisoft",3.13,1.69,0.03,0.44,5.29,84,61,"6.7",1196,"Ubisoft","M","assassin's creed"
"325","assassin's creed ii","Xbox One","2009","Action","Ubisoft",3.11,1.55,0.08,0.51,5.26,90,82,"8.8",1305,"Ubisoft Montreal","M","assassin's creed"
"326","assassin's creed","PlayStation 3","2007","Adventure","Ubisoft",1.91,2,0.09,0.82,4.82,81,40,"7.3",769,"Ubisoft Montreal","M","assassin's creed"
"327","assassin's creed: revelations","PlayStation 3","2011","Action","Ubisoft",1.41,2.01,0.1,0.7,4.22,80,39,"7.5",613,"Ubisoft Montreal","M","assassin's creed"
"328","assassin's creed: revelations","Xbox One","2011","Action","Ubisoft",2.25,1.47,0.04,0.43,4.19,80,77,"7.2",564,"Ubisoft Montreal","M","assassin's creed"
"329","assassin's creed: unity","PlayStation 4","2014","Action","Ubisoft",1.19,2.07,0.08,0.62,3.96,70,40,"4.9",2050,"Ubisoft, Ubisoft Montreal","M","assassin's creed"
"330","assassin's creed iv: black flag","PlayStation 3","2013","Action","Ubisoft",1.33,1.68,0.13,0.57,3.71,88,36,"8.1",840,"Ubisoft","M","assassin's creed"
"331","assassin's creed: unity","Xbox One","2014","Action","Ubisoft",2.27,0.9,0,0.33,3.5,72,59,"4.1",1005,"Ubisoft, Ubisoft Montreal","M","assassin's creed"
"332","assassin's creed: brotherhood","Xbox One","2010","Action","Ubisoft",2.85,0.38,0.03,0.24,3.49,89,81,"8.3",693,"Ubisoft Montreal","M","assassin's creed"
"333","assassin's creed syndicate","PlayStation 4","2015","Action","Ubisoft",0.81,1.99,0.07,0.52,3.39,76,86,"6.8",1319,"Ubisoft Quebec","M","assassin's creed"
"334","assassin's creed iv: black flag","Xbox One","2013","Action","Ubisoft",1.9,1.11,0.01,0.29,3.3,86,35,"7.9",701,"Ubisoft","M","assassin's creed"
"335","assassin's creed iv: black flag","PlayStation 4","2013","Action","Ubisoft",1.07,1.31,0.06,0.42,2.85,83,29,"7.8",1530,"Ubisoft","M","assassin's creed"
"336","assassin's creed: brotherhood","PlayStation 3","2010","Action","Ubisoft",1.87,0.55,0.11,0.29,2.82,90,59,"8.2",791,"Ubisoft Montreal","M","assassin's creed"
"337","assassin's creed iv: black flag","Xbox One","2013","Action","Ubisoft",1.48,0.55,0,0.21,2.23,NA,NA,"7.4",355,"Ubisoft","M","assassin's creed"
"338","assassin's creed iii: liberation","PlayStationV","2012","Action","Ubisoft",0.53,0.48,0.06,0.24,1.32,70,71,"7.2",318,"Ubisoft","M","assassin's creed"
"339","assassin's creed syndicate","Xbox One","2015","Action","Ubisoft",0.62,0.56,0,0.11,1.3,78,22,"6.1",402,"Ubisoft Quebec","M","assassin's creed"
"340","assassin's creed: rogue","PlayStation 3","2014","Action","Ubisoft",0.46,0.56,0.06,0.2,1.29,72,53,"7.5",292,"Ubisoft Sofia","M","assassin's creed"
"341","assassin's creed: bloodlines","PlayStation Portable","2009","Action","Ubisoft",0.43,0.47,0.05,0.28,1.23,63,38,"7.2",69,"Griptonite Games","M","assassin's creed"
"342","assassin's creed: rogue","Xbox One","2014","Action","Ubisoft",0.58,0.34,0,0.09,1.01,72,32,"7.3",318,"Ubisoft","M","assassin's creed"
"343","assassin's creed iii","PC","2012","Action","Ubisoft",0.28,0.53,0,0.12,0.93,80,21,"6.2",1489,"Ubisoft","M","assassin's creed"
"344","assassin's creed","PC","2008","Adventure","Ubisoft",0.01,0.83,0,0.07,0.91,NA,NA,"",NA,"","","assassin's creed"
"345","assassin's creed: revelations","PC","2011","Action","Ubisoft",0.14,0.48,0,0.12,0.74,80,20,"7.4",771,"Ubisoft Montreal","M","assassin's creed"
"346","assassin's creed iv: black flag","PC","2013","Action","Ubisoft",0.22,0.38,0,0.05,0.64,84,10,"7.7",1470,"Ubisoft","M","assassin's creed"
"347","assassin's creed: brotherhood","PC","2011","Action","Ubisoft",0.15,0.34,0,0.1,0.59,88,24,"8.2",1102,"Ubisoft Montreal","M","assassin's creed"
